typ;name;aadr;eadr;sadr;dir;file;md5;doublette
C;KC85/3-INTERFACE;0200;0441;0200;z1013/Sammlung IGD/igd15b MC 4;C.KC85_3-INTERFACE.z80;7f0dc348724365082840f8e1a81d43e1;N
C;MINEFILD;0100;1000;0100;z1013/a_ziermann/games/joy;C.MINEFILD.z80;85d97fa9305739bf3951f44df97ab0bd;N
I;ACI3-Interface;3000;8397;0000;z1013/Sammlung IGD/igd26a Text 5;I.ACI3-Interface.z80;6f26b2285db600c091603e5e27ad017b;N
B;HILFE62000;2BC0;3033;0300;z1013/Sammlung IGD/igd22b KC-BASIC+ 4;B.HILFE62000.z80;b945c5f8c93d7d9f13090fa606faa6c6;N
C;GHOSTPIO;0100;0AA0;0200;z1013/Sammlung IGD/igd01b Games;C.GHOST PIO.z80;63d5f971f14baaa872939e5e3c2b19e0;N
B;GRAFIK;2BC0;3EF1;0000;z1013/Sammlung IGD/igd22b KC-BASIC+ 4;B.GRAFIK.z80;bcef80f582930c0a27baeaa087ede3cc;N
P;GRAPH.PAS;4A23;5C18;0000;z1013/a_ziermann/unsorted2/tools;P.GRAPH.PAS.z80;934620868bb8d584aaed8ff3d142a82a;N
C;Ladder;0200;671B;0302;z1013/Sammlung IGD/igd06a MC 1;C.Ladder.z80;6366805bc12bc77db07c04727392fac5;N
C;CPM-2RF2.50M;C800;E84A;DE00;z1013/Sammlung IGD/igd11a MC 3;C.CPM-2RF 2.50M.z80;ed5db2f9e171999e2ad560e055cd91d1;N
M;WSMSGS.OVR110;0100;6EFF;0100;z1013/Sammlung IGD/igd24a CPM 4;M.WSMSGS.OVR  110.z80;08c75370dbffd16a51c700acb51877e9;N
C;3K-KLICK-BASIC;0100;0CFF;0100;z1013/Sammlung IGD/igd07b MC 2;C.3K-KLICK-BASIC.z80;13a7a9bab21b0bf5dc167b2c0a72af0e;N
C;SCHLANGE;0100;06FF;0100;z1013/Sammlung IGD/igd11b MC 3;C.SCHLANGE.z80;474a02a7241804904a2faedaae2bc1e5;N
C;SCHLANGE;0100;06FF;0100;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.SCHLANGE.z80;474a02a7241804904a2faedaae2bc1e5;J
C;MicroWORD1.3;0100;0FFF;0100;z1013/Sammlung IGD/igd09b MC;C.MicroWORD 1.3.z80;b85f17f0da1d144818bc244aadb989fc;N
s;J8;4000;4582;7FFF;z1013/a_ziermann/nu/joyinit;s.J 8.z80;683bf217307db1a0126e2161228dd645;N
C;ANACONDA-SPIEL;0100;4000;0103;z1013/Sammlung IGD/igd17b MC 6;C.ANACONDA-SPIEL.z80;a1c7b238890f1da61c7dbc2dc61244cb;N
C;maintape4.6.4;3C00;3FFF;3C00;z1013/a_ziermann/nu;C.maintape 4.6.4.z80;f2f4323c9ba29d9e32bd521dc26b2a55;N
C;maintape4.6.4;3C00;3FFF;3C00;z1013/Sammlung IGD/igd09a MC;C.maintape 4.6.4 (maintape 4.6.4).z80;f2f4323c9ba29d9e32bd521dc26b2a55;J
C;BTX+INFO;0A00;15E0;0A00;z1013/a_ziermann/sonst;C.BTX+INFO.z80;a15d7cf43d293127de74dc7fa1340105;N
P;MASTERMIND.1;4A23;4DA5;0000;z1013/a_ziermann/lang/pascal;P.MASTERMIND.1.z80;a986dc207c1c2c12a778b99143ecec4a;N
B;MUSIKTAST;2BC0;2DA7;E000;z1013/Sammlung IGD/igd22b KC-BASIC+ 4;B.MUSIKTAST.z80;1a40ba701771862d3314b343cf423ebc;N
C;BASICPSET/SOUND;0100;2B60;0100;z1013/a_ziermann/lang/basic;C.BASIC PSET_SOUND.z80;af9cb9ee70bf72a3846a640768aa5021;N
T;PLATZf.DIR;3100;5000;3100;z1013/Sammlung IGD/igd14b Text 3;T.PLATZ f.DIR.z80;f11323b5a063145779cbbe4351c87387;N
C;DAT;0100;0FFF;0100;z1013/Sammlung IGD/igd06b MC 1;C.DAT.z80;d8d31cde424d6f7adeaa430331be27da;N
B;BILLARD.B;2BC0;374C;0000;z1013/a_ziermann/unsorted2/unsorted/Reinsberger;B.BILLARD.B.z80;7830321edeb03603152329a3e2e72261;N
M;BASC.COM;0100;80FF;0128;z1013/Sammlung IGD/igd21a CPM 3;M.BASC.COM.z80;b995f16866d73f28a1c9f36b25a87536;N
T;POWERDOC;2300;5388;15D1;z1013/Sammlung IGD/igd14a Text 3;T.POWER DOC.z80;c1c71a98252e9ac439c2ffcf453ab829;N
B;TORERO;2BC0;3748;0000;z1013/Sammlung IGD/igd05b KC-Basic+ 1;B.TORERO.z80;f6829c3c57c300e61586d772f49e172a;N
E;BASIC;C000;EBFF;C200;z1013/a_ziermann/lang/basic;E.BASIC.z80;46cb2c9bc30480b8ba83e0353fbaf708;N
C;GOSTHUT;0100;0A8F;0200;z1013/a_ziermann/games;C.GOST HUT.z80;810e24f047efb2e637918103eb7e8e96;N
C;CPM-2RF_.C;C800;E84A;DE00;z1013/a_ziermann/unsorted2/use;C.CPM-2RF_.C.z80;8fa5b353a8129a2971a0b9edf8dfb597;N
C;KRAFTFELD;0100;2BFF;0100;z1013/a_ziermann/games;C.KRAFTFELD.z80;67f84da267ae454833453e8a97a70c3c;N
C;COSMIC-BALL;0100;3FFF;0100;z1013/Sammlung IGD/igd01b Games;C.COSMIC-BALL.z80;008a4127c3f43584d0da50452f192d5c;N
C;ENCOUNTER;0100;2BF6;0100;z1013/Sammlung IGD/igd01b Games;C.ENCOUNTER.z80;53798bc49ab429806ee55f8a44f2dd3b;N
b;MASTERMIND;1000;1861;FF00;z1013/m0111 Z1013 BASIC;b.MASTERMIND.z80;390bde7371d8a9caceed39ec89226f00;N
B;GARDEN;2BC0;4A2A;0000;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.GARDEN.z80;9a89449c9b52791164a55fdfcbb329e9;N
M;CENTRTRMIWO;1419;1448;0000;z1013/a_ziermann/unsorted1;M.CENTR TR MIWO.z80;bcd1c88bb9e9b50a7ba378870aa205d0;N
b;AFRIKA;1000;3BA5;0000;z1013/Sammlung IGD/igd03a TINY 1;b.AFRIKA.z80;8d171c19768664f14197a9b05ef0d111;N
C;MUEHLE.PRG;2BC0;3BC6;0000;z1013/a_ziermann/unsorted2/unsorted/Reinsberger;C.MUEHLE.PRG.z80;ed9548b05dbf2ad7093db0f3c97d326b;N
C;SINOLA.PRG;E800;E8C0;0000;z1013/a_ziermann/unsorted2/Lost&found;C.SINOLA.PRG.z80;87a11b5e0507f47dc5efed86912244ac;N
C;OCE;0100;1800;0100;z1013/Sammlung IGD/igd09a MC;C.OCE.z80;3f34a56887409a8ec913fd34b0b92bfc;N
B;LEBENSERWARTUNG;2BC0;3C07;0000;z1013/Sammlung IGD/igd08a KC-Basic+ 2;B.LEBENSERWARTUNG.z80;216faa6bf65cbcb4523edc913c9d2eb0;N
d;PLOTTER.PIC;7000;8FFF;0000;z1013/a_ziermann/unsorted2/tools;d.PLOTTER.PIC.z80;b72956a92170096e2221d8f3c352edaf;N
B;ELEKTRONIK;2BC0;85BC;0000;z1013/a_ziermann/lang/basic;B.ELEKTRONIK.z80;c9a619b51a3085f3d39bae4f6da78656;N
P;ENQUIRY;4858;4B44;0000;z1013/a_ziermann/lang/pascal;P.ENQUIRY.z80;85201a9d4a4614bb81186537b7633216;N
C;3K-BASIC-EDIT;0100;0FFF;0100;z1013/Sammlung IGD/igd17b MC 6;C.3K-BASIC-EDIT.z80;d3408647e1e3c58e6b57a1c23ba1aa68;N
C;TAD1;E000;E800;E000;z1013/Sammlung IGD/igd06b MC 1;C.TAD1.z80;9596363d75ed11ad18f6e84deee64676;N
C;VOICE-DICE;0100;7800;0103;z1013/a_ziermann/games;C.VOICE-DICE.z80;35aece47a959179ad2267b6018313646;N
C;GALACTIKA;0200;11FF;0200;z1013/a_ziermann/games;C.GALACTIKA.z80;4a1f7f4c06f001e2cdfbe537531c8b8e;N
I;SCP-2RF.DOC;3000;4161;0000;z1013/Sammlung IGD/igd14b Text 3;I.SCP-2RF.DOC.z80;1c41e470d9fdc658d2fb31eb2d2f0538;N
C;EDAS8.4(R)+CEN;0100;20FF;0100;z1013/m.duchrow;C.EDAS 8.4(R)+CEN.z80;9b4e2ff953f1ef18b8912722b58b9da7;N
C;MIAMI;0100;3700;1000;z1013/a_ziermann/unsorted1;C.MIAMI.z80;da0aee458bdcb9886ef1d9c35700919e;N
C;Graf.Fkt.+12K-B.;0100;3FFF;0303;z1013/Sammlung IGD/igd06a MC 1;C.Graf.Fkt.+12K-B..z80;74751e2c6c32c14682854c1f054d8c6b;N
C;Graf.Fkt.+12K-B.;0100;3FFF;0303;z1013/Sammlung IGD/igd23b MC 8;C.Graf.Fkt.+12K-B..z80;74751e2c6c32c14682854c1f054d8c6b;J
G;TAST1.SCR;2600;29C0;0000;z1013/a_ziermann/doc;G.TAST1.SCR.z80;b2e7ed70483c2542e9ef6e20fbaeafc7;N
B;CENTIPED.B;2BC0;4050;2BC0;z1013/a_ziermann/unsorted2/play;B.CENTIPED.B.z80;e8cf3ae7f1fb620a27b6d8d82de9494f;N
C;BILDDISKETTE;1000;13FF;1300;z1013/Sammlung IGD/igd23b MC 8;C.BILD DISKETTE.z80;c9c563e557ef414cddba94b76516b9cb;N
S;FREQ2.A;3000;31BD;0000;z1013/a_ziermann/unsorted2/tools;S.FREQ2.A.z80;e40b7c226146b019e439cdf6a35d0e7d;N
C;SCP+F800;C800;E3A0;DE00;z1013/a_ziermann/unsorted3;C.SCP+F800.z80;76cd2d11370755994955b8d8acb7f48a;N
C;HEADERPRINT(FS);0100;037F;0100;z1013/Sammlung IGD/igd09a MC;C.HEADERPRINT (FS).z80;6d6560804e0c07395267be289e0289f3;N
T;MONLIST.I;1800;2080;0000;z1013/a_ziermann/unsorted2/info;T.MONLIST.I.z80;8b24ba198c642b1e3255973e9adea3a2;N
C;GALAXIS(J);0100;0CFF;0100;z1013/a_ziermann/games/joy;C.GALAXIS(J).z80;e9b849dd8b50d97194dca71583dc35d7;N
B;OTHELLO;2BC0;4352;0000;z1013/Tagungskassetten/m0191 Softwarebörse 1987/a;B.OTHELLO.z80;16db2b846564eb14e7030a0d79eaaa14;N
C;WALL1.2(JOY);0330;32CF;03F9;z1013/a_ziermann/games/joy;C.WALL 1.2 (JOY).z80;ad1ab1ecdd524eef314277055d371e0c;N
C;GALACTICA;0200;1200;0200;z1013/a_ziermann/unsorted1;C.GALACTICA.z80;870943fad04171b94244146812b0b91b;N
M;BRUN.COM;0100;3DFF;0061;z1013/Sammlung IGD/igd21a CPM 3;M.BRUN.COM.z80;ffbeea25e04f098f61d17b8b5a75ae9a;N
B;PARTY+SOUND;2BC0;7233;0302;z1013/Sammlung IGD/igd08b KC-Basic+ 2;B.PARTY+SOUND.z80;8296dd4721daf6b2a8e046c0665c02dd;N
C;SCP+F800;C800;E3A0;DE00;z1013/a_ziermann/sonst;C.SCP+F800.z80;ab7ed3ebfc8872163210e0c8b1c545b5;N
T;REASS.DOC;0100;0DFF;0013;z1013/Sammlung IGD/igd02b CPM 1;T.REASS.DOC.z80;21865196f057ca4e800c5540872b6a32;N
C;RAM-PIO-TESTER;0120;03FF;0120;z1013/Sammlung IGD/igd16a MC 5;C.RAM-PIO-TESTER.z80;2c003a6224998e6e2a3ea0018de6c055;N
C;TURTLEPLAYER;0100;1000;0100;z1013/Sammlung IGD/igd15a MC 4;C.TURTLE PLAYER.z80;190142d475ff0c5e849b5230033a9b8d;N
I;LADDER;1800;2298;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;I.LADDER.z80;c65eb0fc6c0344f835e06b155ef24d67;N
C;BASIC3.01AUTO;0100;0BFF;0100;z1013/Sammlung IGD/igd19a MC 7;C.BASIC 3.01 AUTO.z80;d4fa9d5dc5a49489e84572c9c687c358;N
B;MESSE;2BC0;4FF1;2BC0;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.MESSE.z80;d41c4d2f07712453c41948572db0b123;N
C;GR.EDITOR6.03;0100;0C1F;0100;z1013/Sammlung IGD/igd09b MC;C.GR.EDITOR 6.03.z80;7a488d99198ee0d2886a4577222fe764;N
I;CP/A-200PDBesch;0800;1DDE;0000;z1013/Sammlung IGD/igd10b Text 1;I.CP_A-200PD Besch.z80;927d6c6a42abcd8a6ccc2aa349e50b36;N
C;A-BILD-AUTOMATIC;05C0;06AF;05C0;z1013/Sammlung IGD/igd17b MC 6;C.A-BILD-AUTOMATIC.z80;1b136acad813e726dbf0ad9665ea36aa;N
C;LABELS.C;EB00;EB48;EB00;z1013/a_ziermann/unsorted2/use;C.LABELS.C.z80;3e07073bc2807f6fc0270a400e95ffda;N
C;SPECTRUM.C;3CD0;3FFF;3CD0;z1013/a_ziermann/unsorted2/use;C.SPECTRUM.C.z80;dd76c6d00e04242c05ab01c6587df7e4;N
B;PYRAMIDE(laeuft);2BC0;6000;0302;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.PYRAMIDE(laeuft).z80;5331eb2ae73515b79943c40836359f2e;N
C;HINDERNISLAUF+Jo;0100;051B;0103;z1013/a_ziermann/games/joy;C.HINDERNISLAUF+Jo.z80;80b8953ff9c73d9958eadc97c765b635;N
B;JAEGER;2BC0;3973;0302;z1013/a_ziermann/games;B.JAEGER.z80;9a253d5ec7560eeefdc9dc414c2f83c1;N
M;T-RECHNER;0100;2CFF;1003;z1013/Sammlung IGD/igd06b MC 1;M.T-RECHNER.z80;f5ac6b96d81af101054a4979114fb45a;N
M;T-RECHNER;0100;2CFF;1003;z1013/Sammlung IGD/igd23b MC 8;M.T-RECHNER.z80;f5ac6b96d81af101054a4979114fb45a;J
M;T-RECHNER;0100;2CFF;1003;z1013/Tagungskassetten/Tagungskassette Jena 1991/a;M.T-RECHNER.z80;f5ac6b96d81af101054a4979114fb45a;J
b;KNOSSOS1;1000;2500;0000;z1013/Sammlung IGD/igd03a TINY 1;b.KNOSSOS 1.z80;bdd60200130d633c87ed50cd2e17ffae;N
B;LEIPZIG;2BC0;5AB6;0300;z1013/Sammlung IGD/igd08b KC-Basic+ 2;B.LEIPZIG.z80;b2aecf664f150820eded5e5a2de22ee4;N
I;LEIPZIGDOC;3000;3695;0000;z1013/a_ziermann/unsorted3;I.LEIPZIG DOC.z80;09052104650629a2abf28ea1cc32b239;N
B;FILE.B;2BC0;30AB;0000;z1013/a_ziermann/unsorted2/unsorted/lachetta;B.FILE.B.z80;327deafb12e25afabe86ed51bff8a8e7;N
I;64-ZEICHEN-BS;1800;3C89;0000;z1013/a_ziermann/unsorted3;I.64-ZEICHEN-BS.z80;87f6c5bf61e038375f60b98b495326b9;N
I;KC-BASIC+;3000;698F;0000;z1013/Sammlung IGD/igd13b Text 2;I.KC-BASIC+.z80;a7e29fc9ad117c54cd49bee5e4af965f;N
C;TEKON1.3;0300;1747;0300;z1013/Sammlung IGD/igd28a MC 9;C.TEKON 1.3.z80;cf40bf34b2d13dd91303aad25e2820e2;N
B;ADRESSEN;2BC0;3ECB;0300;z1013/Sammlung IGD/igd12b KC-Basic+ 3;B.ADRESSEN.z80;a35fee20024899944b13df65d32e7833;N
C;KC85/1-LOAD;CE00;CFFF;CFD0;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.KC85_1-LOAD.z80;f7ea18de56f4af17ac898e14a0ff1286;N
C;KC-FORTH;0100;27FF;0100;z1013/Sammlung IGD/igd15b MC 4;C.KC-FORTH.z80;adb442df3bbb4adc89b6f043d1055b88;N
B;POSTER-MAKER;2BC0;337C;0000;z1013/Sammlung IGD/igd05b KC-Basic+ 1;B.POSTER-MAKER.z80;e04c29372cbc03017f242c5855934ebf;N
T;1K-RAME000H;1800;2304;0000;z1013/Sammlung IGD/igd14b Text 3;T.1K-RAM E000H.z80;aa8964b08758eeb9b13bead17673487c;N
T;FARBNORM.I;1800;1A15;E000;z1013/a_ziermann/unsorted2/info;T.FARBNORM.I.z80;3ed37a814aea70f4b04658947846044f;N
C;FIGHTERls.;0100;3FA0;0100;z1013/a_ziermann/games;C.FIGHTER ls..z80;ce4095190586f58f7c0602fc8cc6b103;N
T;R80-DISK.I;0800;1D30;0000;z1013/a_ziermann/unsorted2/info;T.R80-DISK.I.z80;94d059e2a43563c3cc6f1487545c72c8;N
B;ASCII;2BC0;3240;2BC0;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.ASCII.z80;659bf8fcfaf6ba728e6bbbe507895841;N
B;TIPS;2BC0;3CB0;0000;z1013/Sammlung IGD/igd22b KC-BASIC+ 4;B.TIPS.z80;d9c68ac0cd8c4a84b47909b027564e9e;N
C;KC85/1-LOAD3E00;3E00;3FFF;3FD0;z1013/Sammlung IGD/igd11a MC 3;C.KC85_1-LOAD 3E00.z80;06e9b4d9a35f2647680bfb59dadaa942;N
S;ZS-KONV.A;3000;3318;0000;z1013/a_ziermann/unsorted2/tools;S.ZS-KONV.A.z80;dd8afe8047de49709ce816fd8ca7a9df;N
C;BILDEDITOR1.3H;0100;05CC;0100;z1013/Sammlung IGD/igd09b MC;C.BILDEDITOR 1.3H.z80;ff6f3c6629ac9c1902996d6b4a35ca9a;N
C;DRU3.2;E800;E880;E800;z1013/a_ziermann/nu;C.DRU 3.2.z80;bf68d948cd6980924232ac903fe8050b;N
C;LAYOUT.C;0100;0F1F;0100;z1013/a_ziermann/unsorted2/use;C.LAYOUT.C.z80;95e9ed8347af3e5d0693dc033140fdea;N
I;HeaderDisk56;3000;3E5B;0000;z1013/Sammlung IGD/igd14a Text 3;I.HeaderDisk56.z80;70847bbe0bfe818f5fa3af43d9179b5d;N
M;MONDBASIS2;1000;1730;1000;z1013/Sammlung IGD/igd07b MC 2;M.MONDBASIS 2.z80;fab1225d9780beb095fbb83c880a43ea;N
C;SYSTEMUHRSOFT;0100;03FF;0100;z1013/Sammlung IGD/igd07b MC 2;C.SYSTEMUHR SOFT.z80;fea6c621921c99618aa59fed2ca0179d;N
C;ENDCOUNTER;0100;2BF6;0100;z1013/a_ziermann/games;C.ENDCOUNTER.z80;afc2a86109a8cd2e5702083ab75df5fc;N
s;JOY6;4000;44E0;7FFF;z1013/a_ziermann/nu/joyinit;s.JOY 6.z80;649b0148873574600486f5a29e1f4f73;N
b;GALGENRATEN1;1000;3701;0000;z1013/Sammlung IGD/igd03a TINY 1;b.GALGENRATEN 1.z80;c005011265d4bc4b320217c7653e39cd;N
b;KNIFFEL;1000;2F2A;0000;z1013/Sammlung IGD/igd03a TINY 1;b.KNIFFEL.z80;230356701405361dc5cab62b4606a277;N
b;**MATHE**1;1000;147E;0000;z1013/Sammlung IGD/igd03b TINY 1;b.MATHE   1.z80;36c5d80938cc2d39a682b2db6f12a859;N
I;CHESS-MASTERH;2000;293C;0000;z1013/Tagungskassetten/m0191 Softwarebörse 1987/b;I.CHESS-MASTER H.z80;fc99099b2ecc71d5afc191994f35e468;N
C;MicroWORD1.519O;CC00;DF56;CC00;z1013/Sammlung IGD/igd17a MC 6;C.MicroWORD 1.519O.z80;942ff1fd0dd9a147d6315f43916b9d04;N
Q;SYS.DQC;0100;10FF;0016;z1013/Sammlung IGD/igd02b CPM 1;Q.SYS.DQC.z80;a83ddcfbe30513290538ba54e246c150;N
C;KINGS-VALLEY;0100;3FFF;0100;z1013/Sammlung IGD/igd15b MC 4;C.KINGS-VALLEY.z80;7c3c630d6e90f65aa25244d5544a83c5;N
C;KINGS-VALLEY;0100;3FFF;0100;z1013/Tagungskassetten/Tagungskassette Jena 1991/a;C.KINGS-VALLEY.z80;7c3c630d6e90f65aa25244d5544a83c5;J
I;INSTAL5/89;1A00;31E4;31E4;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;I.INSTAL 5_89.z80;7e40473374c640d278e1805851f3d447;N
C;RF-TEST5.0;0100;055C;0100;z1013/Sammlung IGD/igd11a MC 3;C.RF-TEST 5.0.z80;b3c17acddde39e552183132129beb0b8;N
B;ENTENJAGD;2BC0;3110;0302;z1013/Sammlung IGD/igd05b KC-Basic+ 1;B.ENTENJAGD.z80;5f71153526707057b9902de4ab77499f;N
C;EDASDRUCK;2800;3FFF;2800;z1013/Sammlung IGD/igd17a MC 6;C.EDAS DRUCK.z80;0c582e2fd392b011c87ca881f279852d;N
G;K7669/1.SCR;2600;29C0;0000;z1013/a_ziermann/doc;G.K7669_1.SCR.z80;c9037aacd1142dfd10ff1c2802b63f54;N
T;EPROM-PR.I;1C00;3736;1C00;z1013/a_ziermann/unsorted2/unsorted/schuett;T.EPROM-PR.I.z80;171689fb7027550e83673e5caf9819ee;N
B;KASSE;2BC0;2E3D;0000;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.KASSE.z80;0cdf8eb04f6a56da32a5a826cafa2bd9;N
C;ALF;0100;0E40;0100;z1013/a_ziermann/games;C.ALF.z80;b7e570bdb4c4f5416d426aacaa46278d;N
C;MONDBASIS;1000;1B50;1000;z1013/a_ziermann/unsorted1;C.MONDBASIS.z80;b3b0d96d1e9807a2e7d494bf0ea32f74;N
S;PAINT.A;3000;572E;0000;z1013/a_ziermann/unsorted2/tools;S.PAINT.A.z80;34ef91b925a39422e27dad5d1335a8a1;N
C;JUMPING-JACK;0100;0DFF;0100;z1013/Sammlung IGD/igd11b MC 3;C.JUMPING-JACK.z80;daa67f9c0f312bc27aa28663251dfdc4;N
C;JUMPING-JACK;0100;0DFF;0100;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.JUMPING-JACK.z80;daa67f9c0f312bc27aa28663251dfdc4;J
C;SPEICHERSERVICE;E600;E760;E600;z1013/a_ziermann/lang;C.SPEICHERSERVICE.z80;0cb64cb0d64b1df9b7fa7d17ea49078c;N
I;BESCHR.KOPIE;3000;37DF;0000;z1013/Sammlung IGD/igd20b Text;I.BESCHR.KOPIE.z80;a440338e2c4bab24e97d6d5d5b40d633;N
 ;TURBO4.DOK;0100;AC7F;0172;z1013/Sammlung IGD/igd27b CPM 5;_.TURBO4.DOK.z80;de7710354adc08aea2bf5824ded180ce;N
I;ASM.COMDOC8;3000;C001;0000;z1013/Sammlung IGD/igd30b Text 6;I.ASM.COM DOC8.z80;073b98ad68a63ddcab4ce098c1b9be63;N
C;DEBUGGERV2ARB.;C700;DFFF;C700;z1013/a_ziermann/lang;C.DEBUGGER V2ARB..z80;9ff4ab8531d91aae149db32b5b82bc48;N
C;DEBUGGERV2ARB.;C700;DFFF;C700;z1013/Sammlung IGD/igd16b MC 5;C.DEBUGGER V2ARB..z80;9ff4ab8531d91aae149db32b5b82bc48;J
C;TURBO-HEADERm;E000;E3FF;E3EE;z1013/a_ziermann/nu;C.TURBO-HEADERm.z80;55c6897644acb67a6c193b10ee53ba09;N
B;KREIS;2BC0;2EB8;0300;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.KREIS.z80;a4343c6cf6d8c319b1bf98275f06d668;N
C;HEADERWRITE0.9;0100;05D6;0100;z1013/Sammlung IGD/igd09b MC;C.HEADERWRITE 0.9.z80;87265367cdd60db39bed545c8a3e1f62;N
C;LADDER.C;0100;6EFF;0100;z1013/a_ziermann/unsorted2/play;C.LADDER.C.z80;0bcd3d62e2f93a9f628c64d9e6eeaa3f;N
M;MON2.COM;5200;68FF;0000;z1013/Sammlung IGD/igd24b CPM 4;M.MON2.COM.z80;1ff43383194320c397c57f3abce24805;N
C;EPROMMER-ABGL.;0100;0210;0100;z1013/Sammlung IGD/igd06b MC 1;C.EPROMMER-ABGL..z80;79dbf4e8b00f614c6a4962c4f2260895;N
T;BASICODE.I;3000;3C81;0000;z1013/a_ziermann/unsorted2/info;T.BASICODE.I.z80;5227f7503e837579c4694af3315f2274;N
C;GENSHEADER;0100;23B0;0100;z1013/Sammlung IGD/igd17b MC 6;C.GENS HEADER.z80;f2b9048c6fe60bc2dfb3a2798e48eb8b;N
T;BEMERKUNGEN;EC00;EF40;0000;z1013/Sammlung IGD/igd14b Text 3;T.BEMERKUNGEN.z80;22eb351a07008798e3ee44bcf541dda9;N
M;WSOVLY1.OVR111;0100;6FFF;0100;z1013/Sammlung IGD/igd24a CPM 4;M.WSOVLY1.OVR 111.z80;023f6541fa4a27c1da8bde8e2b1098a8;N
C;BTX+INFO;0A00;15E0;0A00;z1013/a_ziermann/unsorted1;C.BTX+INFO.z80;c90d81c6c30e49ea9bace24b137bdc46;N
D;IIC-BUS.BIN;1000;2FFF;0000;z1013/a_ziermann/unsorted2/tools;D.IIC-BUS.BIN.z80;2ae9e1e372a4f8ced5c0bf0eb4a0faf0;N
C;ALTJESSNITZ;2000;3A57;3000;z1013/Sammlung IGD/igd01b Games;C.ALTJESSNITZ.z80;440b9fcc827df2a7502a9d371ece73f3;N
C;LOADMC85/2;E000;E200;E000;z1013/Sammlung IGD/igd09b MC;C.LOAD MC 85_2.z80;99fd8048bbf58921239f7760e2ff674f;N
C;LOADMC85/2;E000;E200;E000;z1013/Sammlung IGD/igd23a MC 8;C.LOAD MC 85_2.z80;99fd8048bbf58921239f7760e2ff674f;J
C;EdasA+D+H+aeub;2000;3FFF;2000;z1013/a_ziermann/lang;C.Edas A+D+H+ae ub.z80;62b94fc6a5d6143f2a7e190730880422;N
C;EdasA+D+H+aeub;2000;3FFF;2000;z1013/Sammlung IGD/igd17a MC 6;C.Edas A+D+H+ae ub.z80;62b94fc6a5d6143f2a7e190730880422;J
C;EDASA+D+H+ae;2000;3FFF;2000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.EDAS A+D+H+ae.z80;62b94fc6a5d6143f2a7e190730880422;J
C;CP/A.COM98PD;0100;2800;0100;z1013/a_ziermann/sonst;C.CP_A.COM 98PD.z80;d7e0a80fbec371fed85024b9e90b4e48;N
C;HC-900BASIC;0100;2B60;0100;z1013/a_ziermann/unsorted3;C.HC-900 BASIC.z80;fd84a461d3d5f115217f1ef717bfeb7f;N
T;AENDERUNGEN1013;3000;3F00;0000;z1013/Sammlung IGD/igd20b Text;T.AENDERUNGEN 1013.z80;02241b4cfcebac4576b013b563e1c520;N
b;,MONOPOLY;1000;2FEE;0000;z1013/Sammlung IGD/igd04b TINY 2;b.,MONOPOLY.z80;b6ec9523fedea8b8e206a6aa22f33fcd;N
B;LIN.REGRESSION;2BC0;3940;0000;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.LIN.REGRESSION.z80;41899ce98d58f41cbb760ae830c3f998;N
M;MONITOR2.028;1000;3000;0000;z1013/Sammlung IGD/igd07b MC 2;M.MONITOR 2.028.z80;d9be249478d24a934ded082b8ec0ff8f;N
s;VIA-LINK4;4000;41A4;7FFF;z1013/a_ziermann/unsorted1;s.VIA-LINK4.z80;90fa1095ae1a7e293422040a59b42a8a;N
s;JO8;4000;4501;7FFF;z1013/a_ziermann/nu/joyinit;s.JO8.z80;26be4be84d8f144f8f183a64739d7bc0;N
C;KOPIE;3E00;3FFF;3E05;z1013/Sammlung IGD/igd23a MC 8;C.KOPIE.z80;35809e9d23956d723310f60738b5e07e;N
C;PPSPIELE1;4000;D900;4000;z1013/Sammlung IGD/igd15a MC 4;C.PP SPIELE 1.z80;856f9e3b7115f1a4f4f5f3632f5b7b10;N
C;GOLDENCELLAR;0200;2920;0200;z1013/Sammlung IGD/igd17b MC 6;C.GOLDEN CELLAR.z80;0121825e1f3709cd7a0543b35bff69d1;N
C;FROGS-ATTACK;0100;3FFF;0201;z1013/Sammlung IGD/igd17a MC 6;C.FROGS-ATTACK.z80;af9ac56b8711d000b3686e7322241bd5;N
T;RF_AM_Z1.I;1800;3E39;0000;z1013/a_ziermann/unsorted2/info;T.RF_AM_Z1.I.z80;3f5ef4043d620e8b18886e9f56d8bfb9;N
