typ;name;aadr;eadr;sadr;dir;file;md5;doublette
C;ROM-DISC.PRG;0100;0510;0100;z1013/a_ziermann/unsorted2/unsorted/Reinsberger;C.ROM-DISC.PRG.z80;789b29126b434a0d190987be36c8de19;N
b;VOKABEL;1000;25CD;0000;z1013/Sammlung IGD/igd03b TINY 1;b.VOKABEL.z80;b7dcc4f0cc0e743af2bb736e6162a0db;N
C;WIZZARDANGEPASS;0100;4400;0100;z1013/a_ziermann/games;C.WIZZARD ANGEPASS.z80;6adca8ade2b70f3179afe03244c25613;N
Q;SYS2.DQC;0100;1BFF;0027;z1013/Sammlung IGD/igd02b CPM 1;Q.SYS2.DQC.z80;8538b9a59eca2dea516fd51a7d5b2466;N
b;MONOPOLI1;1000;3A01;0000;z1013/Sammlung IGD/igd03a TINY 1;b.MONOPOLI 1.z80;4c5ff088e518e2def4ee501b69163565;N
G;K7669/2.SCR;2600;29C0;0000;z1013/a_ziermann/doc;G.K7669_2.SCR.z80;db2c172f4596fbd086569e7bcf6a42e2;N
B;4GEWINNT;2BC0;3464;2BC0;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.4GEWINNT.z80;d1a7d11c2a3de1221ea41c72487b1be2;N
b;Party;1000;2300;0000;z1013/Sammlung IGD/igd04b TINY 2;b.Party.z80;4af2b346631fb49c8f5be8dfc6e761cf;N
B;ENTERPRISE;2BC0;3840;0000;z1013/Sammlung IGD/igd08b KC-Basic+ 2;B.ENTERPRISE.z80;f1d6ff6599abe926edfd22e3ecf66b54;N
B;CHAOS(laeuft)G/A;2BC0;4000;0302;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.CHAOS(laeuft)G_A.z80;8c68f7282a705b2b26b994cd857c88d6;N
B;KRATER;2BC0;395B;0300;z1013/Sammlung IGD/igd22b KC-BASIC+ 4;B.KRATER.z80;6baeb17641237c6c7212c853cd2a7618;N
s;JO2;4000;4406;7FFF;z1013/a_ziermann/nu/joyinit;s.JO2.z80;e7e80f5c3f28b42c8a323bd87fa70f8f;N
B;HILFEBASICSUCHE;2BC0;3119;0302;z1013/Sammlung IGD/igd05b KC-Basic+ 1;B.HILFE BASICSUCHE.z80;e27ad1cbdee58e9ecaf968f9a2c7672a;N
C;HEARTRENNER;0100;07FF;0100;z1013/Sammlung IGD/igd07a MC 2;C.HEARTRENNER.z80;c484c174543acbc7f044e64f2dbed219;N
b;MEX;1000;1A33;0000;z1013/Sammlung IGD/igd03a TINY 1;b.MEX.z80;bf26317165db1f40468ea0a71830005b;N
B;HALMA;2BC0;405F;0300;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.HALMA.z80;bb3ee18048459032f5359479fe6c6b92;N
B;REISE;2BC0;4FA0;0000;z1013/Sammlung IGD/igd12b KC-Basic+ 3;B.REISE (reise).z80;bcd92b7647882de8f34f2c47562580d7;N
B;SantaParavia*1*;2BC0;5987;0000;z1013/a_ziermann/games;B.Santa Paravia1.z80;f37d2592e6e4a0e70e1ec11563cbd681;N
B;DATAGEN.;2BC0;3475;0000;z1013/Sammlung IGD/igd12b KC-Basic+ 3;B.DATAGEN..z80;8464b69726dd75a42e0020ba5adbd7a8;N
B;TRAFO.B;2BC0;3D7F;0000;z1013/a_ziermann/unsorted2/unsorted/Reinsberger;B.TRAFO.B.z80;856ace3774a6abebbcc0e9e002ea62c6;N
b;MUSIK;1000;2556;0000;z1013/Sammlung IGD/igd04b TINY 2;b.MUSIK.z80;a92caf98b9a39fa8cdcfc42de9ac661c;N
C;GALACTIKA;0200;11FF;0200;z1013/Sammlung IGD/igd15b MC 4;C.GALACTIKA.z80;994495295e729b29c3b3f50089933614;N
C;GALACTIKA;0200;11FF;0200;z1013/Tagungskassetten/Tagungskassette Jena 1991/a;C.GALACTIKA.z80;994495295e729b29c3b3f50089933614;J
B;FUSS.71;2BC0;7EB2;0000;z1013/a_ziermann/lang/basic;B.FUSS.71.z80;370a8bf7ffc71b0514364165ddc03eff;N
 ;INIT148.COM;0100;047F;0004;z1013/Sammlung IGD/igd27a CPM 5;_.INIT148.COM.z80;bcae430d9e949848f67f8393970a9f09;N
B;ROULETTEm.BILD;2BC0;3F8B;0000;z1013/a_ziermann/unsorted1;B.ROULETTE m.BILD.z80;c836b831ce24a2eafad48ef51ec31125;N
C;R-80SPV;4000;5999;4000;z1013/a_ziermann/unsorted3;C.R-80 SPV.z80;19783d65aef01e1b5c35ef821e101c5b;N
B;VARI-SUCHEBASIC;2BC0;2FCC;0302;z1013/Sammlung IGD/igd05b KC-Basic+ 1;B.VARI-SUCHE BASIC.z80;b9e83ca2915f4bb0e0b5c2ef6b63c1f7;N
B;GEDAECHTNIS-TR.;2BC0;32AE;0302;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.GEDAECHTNIS-TR..z80;33d07e8778292c7692eb315b7e865ed4;N
I;MWORD+ASM;3000;3A31;0000;z1013/Sammlung IGD/igd10a Text 1;I.MWORD+ASM.z80;517a1f69bd34d7a2058e38ed3f4107a0;N
M;GWBASIC1.0;0100;2100;1410;z1013/a_ziermann/lang/basic;M.GWBASIC1.0.z80;cc5fbb7b84ca7cd52b93d12254e281c1;N
s;J10;4000;459C;7FFF;z1013/a_ziermann/nu/joyinit;s.J10.z80;da8349306d622124350d7bacf6c0743a;N
C;MW-BILD.COM;0100;048F;0460;z1013/a_ziermann/unsorted2/Lost&found;C.MW-BILD.COM.z80;2f1d55e42e78a14627062d46de2d3659;N
M;CCP+BIOS12V.16;2800;4800;DE00;z1013/Sammlung IGD/igd11b MC 3;M.CCP+BIOS12V.16.z80;6d769606f1e2611a3f0edbd0bfead921;N
M;CCP+BIOS12V.16;2800;4800;DE00;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;M.CCP+BIOS12V.16.z80;6d769606f1e2611a3f0edbd0bfead921;J
C;MCODEKARTEIP.S;0100;3FFF;0100;z1013/Sammlung IGD/igd17a MC 6;C.MCODE KARTEI P.S.z80;c38e2c7e30a73620c59242f1a91a70e8;N
s;LIST-IDA.IS;B000;B29F;0000;z1013/a_ziermann/unsorted2/unsorted/Reinsberger;s.LIST-IDA.IS.z80;9baa8dd5a30ab4d8bd17439ad303487e;N
B;KEGELN;2BC0;4DB3;2BC0;z1013/a_ziermann/lang/basic;B.KEGELN.z80;542eff004a1dc0deaae2ebbd1ab2780e;N
 ;SPELSTAR.DCT;0100;3DFF;0061;z1013/Sammlung IGD/igd24b CPM 4;_.SPELSTAR.DCT.z80;9fc6e10de96e4a295b3c68298346ca33;N
T;KC-BASIC.I;0800;49F1;0000;z1013/a_ziermann/unsorted2/info;T.KC-BASIC.I.z80;e68964d9ad2c46eaa69119deb279c3b8;N
b;BALKENDIAGRAMM1;1000;15F4;0000;z1013/Sammlung IGD/igd03b TINY 1;b.BALKENDIAGRAMM1.z80;b3032ed2388bfe029d3c859438a37bc5;N
M;FCOMPAR.COM;0100;5AFF;0090;z1013/Sammlung IGD/igd18b CPM 2;M.FCOMPAR.COM.z80;5cd212d7a922ea2173e2f896cb3f648b;N
I;KC-ROM-BASIC+1.0;0800;10CE;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;I.KC-ROM-BASIC+1.0.z80;277975859db734d39a0de3b1ea41a3b7;N
B;ROULETTE;2BC0;3F8B;0302;z1013/Sammlung IGD/igd12a KC-Basic+ 3;B.ROULETTE.z80;9b0eb648181173e6e4ae443539c121e1;N
T;BASCOD42-51;3000;6F0F;0000;z1013/Sammlung IGD/igd20b Text;T.BASCOD42-51.z80;8f695594149b318b9283ac6845088dc0;N
B;CHAOS(laeuft)G/A;2BC0;4000;0302;z1013/a_ziermann/games;B.CHAOS(laeuft)G_A.z80;9084a4b1a56b3805ed372d4f9457a5b9;N
C;GRAVEROBBER;0100;2820;2810;z1013/a_ziermann/games;C.GRAVEROBBER.z80;74a9ca798d54c968f8b52ffcf9bb8f79;N
C;3KBASIC;0100;0FFF;0100;z1013/Sammlung IGD/igd16a MC 5;C.3K BASIC.z80;f668aab3a75c5b7ba0c3929de79d474a;N
C;VOICE-DUMP-SUPER;4000;7820;7600;z1013/Sammlung IGD/igd07a MC 2;C.VOICE-DUMP-SUPER.z80;43073c9417be3e036265ce479ba1d7d4;N
C;SCHIESSB.C;0100;15F0;0100;z1013/a_ziermann/unsorted2/play;C.SCHIESSB.C.z80;0ed0895235812c91883520ada954fe55;N
d;PLSC2.PIC;9000;AFFF;0000;z1013/a_ziermann/unsorted2/Lost&found;d.PLSC2.PIC.z80;c99f4d18c1b6485f5c1b3a7c39e38d89;N
b;SELBSTSICHER;1000;305A;0000;z1013/Sammlung IGD/igd04a TINY 2;b.SELBSTSICHER.z80;69ca543aee35a604ffab02c7c93cc89f;N
C;MAUER;0100;1400;0100;z1013/a_ziermann/games;C.MAUER.z80;90606ee744e4d6a714f519701ad8aee9;N
C;RF-SICHTTEST3.6;C000;C57F;C000;z1013/Sammlung IGD/igd17b MC 6;C.RF-SICHTTEST 3.6.z80;6f7cffe19ce29d44b7822e37dd6a0f67;N
B;RUMPI;2BC0;91D9;0000;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.RUMPI.z80;4af08187ba7e5172b50122095c570d6d;N
T;mt4.6DOC.;0800;28FE;0000;z1013/a_ziermann/doc;T.mt4.6 DOC..z80;c835192524a9e640b79c1f61a044a7ef;N
C;HUNDI.C;DE80;EBD0;EBA0;z1013/a_ziermann/unsorted2/use;C.HUNDI.C.z80;e948b358fcbba4430a5daefa4d14ad97;N
C;HC-BIV.4.1;0300;3000;0300;z1013/a_ziermann/unsorted3;C.HC-BI V. 4.1.z80;6421e1b010166372cd37b837f714891a;N
M;ASM.COM(M80.COM);0100;4EFF;0078;z1013/Sammlung IGD/igd02a CPM 1;M.ASM.COM(M80.COM).z80;2b626ccca851eee135df21aaf9b14d8b;N
T;F831.3GLO1;1900;3FF1;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/b;T.F83 1.3 GLO 1.z80;e08910f4a1e56e0619b35d4d966b54b1;N
C;PHANTASIE;0100;03FF;0100;z1013/Sammlung IGD/igd28b MC 9;C.PHANTASIE.z80;9b7c22382612adb1f0fb9bb2e376db67;N
C;MESEE.C;EBC0;EBFD;EBE6;z1013/a_ziermann/unsorted2/use;C.MESEE.C.z80;729cf371db8907c4d07c79daa308c355;N
C;REASSEMBLERRB;D300;DFFF;D300;z1013/Sammlung IGD/igd23b MC 8;C.REASSEMBLER RB.z80;666966706d6de32f0b6298612aff7d3c;N
B;CAVE;2BC0;3EA8;0302;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.CAVE.z80;0518eb4815e53d31c8c1d2f75dc55e3e;N
C;KC-Basic+S3004/1;0100;2D50;2BC0;z1013/Sammlung IGD/igd28a MC 9;C.KC-Basic+S3004_1.z80;f70ade6d81dbaaa91796892cdd722855;N
C;VIDEO-LIST;EBE0;EBFF;EBE0;z1013/a_ziermann/nu;C.VIDEO-LIST.z80;c79a7bdb3e5b23ba8cc9d71671c184cb;N
C;VIDEO-LIST;EBE0;EBFF;EBE0;z1013/Sammlung IGD/igd16b MC 5;C.VIDEO-LIST.z80;c79a7bdb3e5b23ba8cc9d71671c184cb;J
C;HEADERBANKZEIT;0100;0755;0100;z1013/Sammlung IGD/igd16b MC 5;C.HEADERBANK ZEIT.z80;077c5bab46b5d8b2525a5fdeae9e0e94;N
T;EDITEX;0E00;2440;0000;z1013/Sammlung IGD/igd10b Text 1;T.EDITEX.z80;90eb33ce83e9e324cd5dc98f71d987af;N
C;CASINO;0100;3400;0100;z1013/Sammlung IGD/igd15a MC 4;C.CASINO.z80;32e74e98e2be9ac25dd29aecacc57734;N
C;KC-BASICm+*;0100;2AFF;0300;z1013/Sammlung IGD/igd09a MC;C.KC-BASIC m+.z80;ed2a141a38cd719a91728c3106d259f1;N
C;GHOST.C;0100;1FFF;0200;z1013/a_ziermann/unsorted2/play;C.GHOST.C.z80;fc21ec4efe1e64c8bdc838bf0ad8fabe;N
C;EXREAS2.01;3400;3FFF;3400;z1013/a_ziermann/lang;C.EXREAS 2.01 (exreas_2_01).z80;84e7d22f3bd63d2e595415602b730380;N
T;SPRUNGVERT.5/90;1800;2E18;0000;z1013/Sammlung IGD/igd14a Text 3;T.SPRUNGVERT. 5_90.z80;6051b06aced6a3715cddd1d8df43b049;N
 ;PSTAT.COM;0100;2B9F;0100;z1013/Sammlung IGD/igd24a CPM 4;_.PSTAT.COM.z80;24581c71e74e1c1c0fd7a867371adc0b;N
I;DEBUGGERDOC;3000;364F;0000;z1013/Sammlung IGD/igd10a Text 1;I.DEBUGGER DOC.z80;b9465cec988f5d58730a0450257eb5db;N
C;Autograf12/88;C000;CFFF;C000;z1013/Sammlung IGD/igd09a MC;C.Autograf 12_88.z80;653e91916b9100393242b656d9891979;N
C;REAL-TEST;038A;1546;138A;z1013/Sammlung IGD/igd09a MC;C.REAL-TEST.z80;9d65ff22a2107038032a0802f5d9ae72;N
T;AC1<=>Z1013;3000;3FFC;CC00;z1013/Sammlung IGD/igd14b Text 3;T.AC1_=_Z1013.z80;934d50841d0377a5ce078a6017d1fdb0;N
T;BES.UMW.3K->HC;3000;3BFF;0000;z1013/Sammlung IGD/igd14b Text 3;T.BES.UMW.3K-_HC.z80;aed8e1557007046604fc0da762ad2362;N
T;EPROM-BESCH.1.25;0800;9EC7;0000;z1013/Sammlung IGD/igd10b Text 1;T.EPROM-BESCH.1.25.z80;3c0b55dbced6567b335d1cf5e26ab167;N
T;EPROM-BESCH.1.25;0800;9EC7;0000;z1013/Sammlung IGD/igd13a Text 2;T.EPROM-BESCH.1.25.z80;3c0b55dbced6567b335d1cf5e26ab167;J
C;ENTER-Version;0100;3100;0100;z1013/a_ziermann/unsorted1;C.ENTER-Version.z80;ef8e529319397cbb75de16039c66d17a;N
I;64-ZEICHEN-BS;1800;3C89;0000;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/b;I.64-ZEICHEN-BS.z80;d29fa1e3d492df5f479f56d61506bf02;N
 ;OCE.COM;0100;22FF;0034;z1013/Sammlung IGD/igd24b CPM 4;_.OCE.COM.z80;b6bd8698c5313ef595d9c6915090b554;N
C;MINEFIELD;0100;1000;0100;z1013/Sammlung IGD/igd07b MC 2;C.MINEFIELD.z80;9faff634bd5acb5b409f38db64af8038;N
S;PF-PICTU.A;3000;4C9F;0000;z1013/a_ziermann/unsorted2/tools;S.PF-PICTU.A.z80;8698799320c5f927259bce7b74f691ef;N
M;DU.COM(ZSID.COM);0100;28FF;0040;z1013/Sammlung IGD/igd18b CPM 2;M.DU.COM(ZSID.COM).z80;6a1dca9c78d7d7de6828e162303973e1;N
C;AUTO+Joystick;1000;1500;1000;z1013/a_ziermann/games/joy;C.AUTO+Joystick.z80;0b25fcf0d5f64b8f4a6918ddcb517027;N
C;Spieldisk-2;4000;DFFF;4000;z1013/Sammlung IGD/igd15a MC 4;C.Spieldisk-2.z80;ea82fb13e5839fc20a70d0253851dcca;N
I;SYSTEIL1;1800;DF5D;0000;z1013/Sammlung IGD/igd26a Text 5;I.SYS TEIL 1.z80;5b94267728337abb1727a53814047c16;N
B;FLOOR;2BC0;5700;0302;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.FLOOR.z80;09210ff08b764383c87942fb254fd1f8;N
I;SCP-2RF2.3;3000;3FA8;0000;z1013/Sammlung IGD/igd20a Text;I.SCP-2RF 2.3.z80;21c8a57597042d97a51a5398fd216f27;N
C;MBASIC14KBS;0100;387F;0100;z1013/Sammlung IGD/igd28a MC 9;C.MBASIC 14K BS.z80;c77804c23e699be432098fc8ea996cb7;N
I;SPRUNGVERTEILER;2000;34D6;0000;z1013/Tagungskassetten/m0191 Softwarebörse 1987/b;I.SPRUNGVERTEILER.z80;7c66af1fc1a9b3d7dd492616cf15f1ed;N
M;UP-SYN-SPRACHE;4000;7800;0000;z1013/Sammlung IGD/igd04a TINY 2;M.UP-SYN-SPRACHE.z80;81b8298b52d0fdb6da3808ebe9898a1a;N
B;GANYMED;2BC0;420C;2BC0;z1013/Sammlung IGD/igd12b KC-Basic+ 3;B.GANYMED.z80;9bea05e8462a6a24287b50cbb26dd5d4;N
B;PILZE;2BC0;308C;2BC0;z1013/Sammlung IGD/igd22b KC-BASIC+ 4;B.PILZE.z80;9d17e32188df25e9ab0ff6be973bd5b5;N
 ;GEDIT.COM;0100;187F;0024;z1013/Sammlung IGD/igd24b CPM 4;_.GEDIT.COM.z80;90eeae3324b924b634898bdeb89a7096;N
C;MEMORYTEST1;0100;0388;0100;z1013/Tagungskassetten/Tagungskassette Leipzig Mai 1989/a;C.MEMORYTEST 1.z80;42380fb352de8db9dbbcf21c3943ed97;N
b;SCHIFFE1;1000;2367;0000;z1013/Sammlung IGD/igd03a TINY 1;b.SCHIFFE 1.z80;b914c8833fff2cf34fa68454c8e262f2;N
C;SUPERSKIm.PIO;0100;1210;0100;z1013/Sammlung IGD/igd01b Games;C.SUPERSKI m.PIO.z80;e98d2428e2dc02e42ea7c4b627662202;N
C;SUPER-SKIJOYBOX;0100;1240;0100;z1013/Sammlung IGD/igd01a Games;C.SUPER-SKI JOYBOX.z80;cf202b7858ea7ca39cedc0504bce944e;N
B;PRAEZISIONSWIDER;2BC0;3D5C;0000;z1013/Sammlung IGD/igd05b KC-Basic+ 1;B.PRAEZISIONSWIDER.z80;30af2d3e184dd52dd6a1c6aea6818f09;N
C;REAS/VL/030188;1100;1FFF;B100;z1013/Sammlung IGD/igd07b MC 2;C.REAS_VL_030188.z80;5d27747aceafa2d639b4c4344e7d915f;N
I;OC-EDITOR4.1;0800;2603;0000;z1013/a_ziermann/doc;I.OC-EDITOR 4.1.z80;5543bfce905d34ea5d0af2f162c99bc3;N
I;CYRUS-CHESSV.2;0800;1BDD;0000;z1013/a_ziermann/unsorted1;I.CYRUS-CHESS V.2.z80;493b7f6414e9905b848ce06548ce37c6;N
C;BASIC.C;0100;2B50;0300;z1013/a_ziermann/unsorted2/use;C.BASIC.C.z80;e12f834374317eb894bd8e31d141af8a;N
I;R-80.DOC1.2;1800;3C4B;0000;z1013/a_ziermann/doc;I.R-80.DOC 1.2.z80;3d9e2af6c82caa9183bf988b502b9ee3;N
C;JOYINITFEK;E100;E300;E100;z1013/a_ziermann/nu/joyinit;C.JOYINIT      FEK.z80;4edbebdde59f788aeee1f58fcc095235;N
T;F831.3GLO4;4329;6DB9;0000;z1013/Sammlung IGD/igd10a Text 1;T.F83 1.3 GLO 4.z80;16b11a5772fb059fe2a6e2925f8dc6bc;N
C;HEADERPRINT1.04;0100;0290;0100;z1013/Sammlung IGD/igd06b MC 1;C.HEADERPRINT 1.04.z80;8846631f9eae6575875ff7d059437c3e;N
B;SUMME;2BC0;2D92;2BC0;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.SUMME.z80;591a9c9d0b440bbdf6337a85108c6ac0;N
C;ASM_CRNL.COM;0100;433F;2F70;z1013/a_ziermann/unsorted2/Lost&found;C.ASM_CRNL.COM.z80;848516cf1bdfc9468febc11f807756b6;N
F;Z80-ForthAs4;3400;3BFF;0200;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;F.Z80 - Forth As4.z80;2c3e830e6a56645f34ad0f659be85915;N
M;TPINSCPA.COM;0100;117F;0017;z1013/Sammlung IGD/igd18b CPM 2;M.TPINSCPA.COM.z80;20be8b3a9a7562d3db2069c9060c81d0;N
B;UNIDAT.B;2BC0;4618;0000;z1013/a_ziermann/unsorted2/unsorted/Reinsberger;B.UNIDAT.B.z80;2535178bdfd46c89423ed8bec6a33db1;N
C;HD54K+DR.TR.2M;E000;EBFF;E01B;z1013/Sammlung IGD/igd06a MC 1;C.HD 54K+DR.TR.2M.z80;2115710c3b845ba3afdcec74a826c7bd;N
b;4-TAKT-OTTO1;1000;2204;0000;z1013/Sammlung IGD/igd03b TINY 1;b.4-TAKT-OTTO 1.z80;773de259c7221980f9999b7a9d748566;N
C;FUSSBALL;0100;049F;0100;z1013/a_ziermann/games;C.FUSSBALL.z80;e4fda18adf083076438071a3a34210a8;N
C;FUSSBALL;0100;049F;0100;z1013/Sammlung IGD/igd15b MC 4;C.FUSSBALL.z80;e4fda18adf083076438071a3a34210a8;J
B;FL.U.KOE;2BC0;38DA;0000;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.FL.U.KOE.z80;2db13186dc60b63bc2f0f9b7b55e7bab;N
b;MONDLANDUNG2;1000;1796;0000;z1013/Sammlung IGD/igd04a TINY 2;b.MONDLANDUNG 2.z80;7873119dca0e95fa672de37529812154;N
s;JO15;4000;45F2;7FFF;z1013/a_ziermann/nu/joyinit;s.JO 15.z80;50eb8bad980615c69a3e8b1887a94d98;N
A;BEISPIELEDAS/4;1820;1B00;0000;z1013/Sammlung IGD/igd09b MC;A.BEISPIEL EDAS_4.z80;249d50f2fbf1ea68d5814816f6e5d7d6;N
b;SPIELE1;1000;26DC;0000;z1013/Sammlung IGD/igd04a TINY 2;b.SPIELE 1.z80;30c92a769f2b1725fc4bf12e0ccfdeea;N
M;ZIP.COM;0100;34FF;0052;z1013/Sammlung IGD/igd21b CPM 3;M.ZIP.COM.z80;79a3bf9beedd1dc1d04b72810934a4df;N
B;HELEN;2BC0;42AD;0000;z1013/a_ziermann/games;B.HELEN.z80;48bd88bcfe7232ba7bae1198b96de8d2;N
C;TAPELIST;0100;0800;0100;z1013/a_ziermann/nu;C.TAPELIST.z80;26a0634a9daabebbda5a1653031037cd;N
T;F831.3GLO2;3FF1;6528;0000;z1013/Sammlung IGD/igd10a Text 1;T.F83 1.3 GLO 2.z80;0490fd7d371ba00bcb6810dec963115a;N
C;BILDED.1.3H;0100;06FF;0100;z1013/Sammlung IGD/igd09b MC;C.BILDED.1.3 H.z80;b3f8f34276c54c4b40fc665a49da3e69;N
C;BILDED.1.3H;0100;06FF;0100;z1013/Sammlung IGD/igd23a MC 8;C.BILDED.1.3 H.z80;b3f8f34276c54c4b40fc665a49da3e69;J
C;HCopyFTHs:E000;E400;E7FF;E400;z1013/Sammlung IGD/igd16b MC 5;C.HCopy FT Hs_E000.z80;8a9d534279f85a7b11963594d5c2c28e;N
 ;LINKMT.COM;0100;2DFF;0100;z1013/Sammlung IGD/igd27a CPM 5;_.LINKMT.COM.z80;dbe596aa258868ec86ff0ec19d010e3e;N
B;DOPROT;2BC0;2F83;0000;z1013/Sammlung IGD/igd05a KC-Basic+ 1;B.DOPROT.z80;3087c847f2ebb3006d9a1136fbe4c4d2;N
C;CW-TRAINER;0100;2B00;0100;z1013/Sammlung IGD/igd07a MC 2;C.CW-TRAINER.z80;f58c07d423fc70a8f22fd500fbe47cc7;N
C;RST20Wandlung;0100;01F0;0100;z1013/a_ziermann/lang;C.RST 20 Wandlung.z80;875197771b2aeab565e7da50d7a06ff5;N
G;TAST3.SCR;2600;29C0;0000;z1013/a_ziermann/doc;G.TAST3.SCR.z80;b2c19a991bc839bd80a3098e7cd8b95a;N
C;SPEKTRUMS/L;3CD0;3FFF;3CD0;z1013/a_ziermann/nu;C.SPEKTRUM S_L.z80;a3d5cf5b7a424779cb2a980cf853ac0b;N
b;SWARM;1000;2200;0000;z1013/Sammlung IGD/igd04a TINY 2;b.SWARM.z80;62bb59d1317763e4cddf6e2d87a99a53;N
C;BILDEDITOR1.3H;0100;05CC;0100;z1013/Sammlung IGD/igd23a MC 8;C.BILDEDITOR 1.3H.z80;5bf0a06dc08f4f221ce98d1f089d02e3;N
I;HISOFTGENS3ASM;2001;2A65;0000;z1013/a_ziermann/unsorted1;I.HISOFT GENS3 ASM.z80;e17efe65939f779cf2b9221903f3d2b9;N
F;Sedit2;3C00;43FF;0200;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;F.Sedit 2.z80;51703cc68add09e48175d95048bbb110;N
C;HUNDI13;8AAC;A6CF;8AAC;z1013/a_ziermann/sonst;C.HUNDI13.z80;668d512f72c1a040478dbf0f6689f7bc;N
s;JO18;4000;4640;7FFF;z1013/a_ziermann/nu/joyinit;s.JO18.z80;bcf0b3d455acfa55b4bf98e1cf9b75e6;N
B;ELEKTRONIK;2BC0;85BC;0000;z1013/Sammlung IGD/igd12b KC-Basic+ 3;B.ELEKTRONIK.z80;e72bd744174e3e4b9dad895634ed4603;N
C;HEADERSAVE5.95;3C00;3FFF;3FEE;z1013/Tagungskassetten/Tagungskassette Leipzig Nachtagung Nov. 1989/a;C.HEADERSAVE 5.95.z80;8ee91a3c419493226bbe7e97a714af38;N
B;KALENDER;2BC0;4120;0000;z1013/Sammlung IGD/igd22a KC-BASIC+ 4;B.KALENDER.z80;654e30320fefb657c472b54d8071abd4;N
T;EPROM-STEUERSIGN;3000;345E;0000;z1013/Sammlung IGD/igd20a Text;T.EPROM-STEUERSIGN.z80;ea81beca27cff88a03b08738288827dd;N
C;CW-MORSE;0100;3000;0100;z1013/Sammlung IGD/igd07b MC 2;C.CW-MORSE.z80;199936b20aff3a599b05e64e6fbb2c3d;N
C;VOICE-DUMP;4000;7820;7600;z1013/a_ziermann/nu;C.VOICE-DUMP.z80;3897446bc9b4942aab9049e4afc2af92;N
C;HEADERPRNTTURBO;DF00;EBFF;E500;z1013/Sammlung IGD/igd06b MC 1;C.HEADERPRNT TURBO.z80;8108e861950df645919bd506d06378a2;N
C;HEADERPRNTTURBO;DF00;EBFF;E500;z1013/Sammlung IGD/igd23a MC 8;C.HEADERPRNT TURBO.z80;8108e861950df645919bd506d06378a2;J
C;BasicRamdisk3.5.;E600;E79F;E600;z1013/a_ziermann/sonst;C.BasicRamdisk3.5..z80;fd69f0c33b6c0766522cad4ae61923bf;N
C;SUPERSKI2.1;0100;1200;0100;z1013/Sammlung IGD/igd15a MC 4;C.SUPERSKI 2.1.z80;d76dffa269e997ed73f022c9cbd3eacc;N
I;DEBUG3.02;1801;1D02;0100;z1013/a_ziermann/unsorted1;I.DEBUG 3.02.z80;d70bf93c14b602a2a53ece6fc7490c86;N
B;FILTER;2BC0;38C9;0000;z1013/Sammlung IGD/igd08a KC-Basic+ 2;B.FILTER.z80;65fd67f3f89878bc92ed9859b7758c99;N
B;TRIPLETT;2BC0;3D33;0000;z1013/a_ziermann/games;B.TRIPLETT.z80;86b1c598898267ae8d22e5f880864776;N
C;JUMPING-JACK;0100;0DA8;0100;z1013/a_ziermann/unsorted1;C.JUMPING-JACK.z80;44cd4705875fdc08f07745211206f022;N
B;PUZZEL;2BC0;32F3;0302;z1013/a_ziermann/games;B.PUZZEL.z80;8a4b205ac61e481c6f6fb623b1b9b4b5;N
B;SKAT.B;2BC0;512A;0000;z1013/a_ziermann/unsorted2/play;B.SKAT.B.z80;f17434fb2fe64900c5be440188f16b2c;N
C;IDAS_V_1.PRG;00B0;1BFF;0400;z1013/a_ziermann/unsorted2/unsorted/Reinsberger;C.IDAS_V_1.PRG.z80;9d7b8d3a85bdfbbdda8be41c9e787555;N
C;CED-EDITOR2.44;0100;5C75;0100;z1013/Sammlung IGD/igd23a MC 8;C.CED-EDITOR 2.44.z80;c6d799a1a98ee090631a90da2b9c6535;N
C;OCE*200H;0200;20FF;0200;z1013/Sammlung IGD/igd16a MC 5;C.OCE200H.z80;438ecd6ab4d6547758cb758e54dfc8d6;N
C;BYTEERSETZEN;E200;E23F;E200;z1013/a_ziermann/sonst;C.BYTE ERSETZEN.z80;8bbce94efbe77407b50b4ffb0948753b;N
C;BYTEERSETZEN;E200;E23F;E200;z1013/Sammlung IGD/igd17b MC 6;C.BYTE ERSETZEN.z80;8bbce94efbe77407b50b4ffb0948753b;J
